67,ACCELEROMETER,x,0.31,y,-0.51,z,-9.49
67,BOTTOMINFRARED,edgeLeft,658,lineLeft,668,lineCenter,784,lineRight,655,edgeRight,571
67,LIGHT,lightLeft,489,lightCneter,496,lightRight,434
67,MAGNETOMETER,x,66.24,y,-161.92,z,173.88
68,ACCELEROMETER,x,0.27,y,-0.48,z,-9.49
68,BOTTOMINFRARED,edgeLeft,649,lineLeft,669,lineCenter,783,lineRight,654,edgeRight,572
68,LIGHT,lightLeft,497,lightCneter,507,lightRight,440
68,MAGNETOMETER,x,67.16,y,-162.84,z,175.72
67,ACCELEROMETER,x,0.33,y,-0.48,z,-9.42
66,BOTTOMINFRARED,edgeLeft,655,lineLeft,669,lineCenter,784,lineRight,654,edgeRight,570
67,LIGHT,lightLeft,510,lightCneter,518,lightRight,441
67,MAGNETOMETER,x,66.24,y,-166.52,z,174.80
67,ACCELEROMETER,x,0.28,y,-0.50,z,-9.59
68,BOTTOMINFRARED,edgeLeft,653,lineLeft,669,lineCenter,783,lineRight,654,edgeRight,572
68,LIGHT,lightLeft,520,lightCneter,524,lightRight,440
67,MAGNETOMETER,x,67.16,y,-161.92,z,172.96
67,ACCELEROMETER,x,0.30,y,-0.44,z,-9.41
68,BOTTOMINFRARED,edgeLeft,649,lineLeft,669,lineCenter,785,lineRight,654,edgeRight,572
66,LIGHT,lightLeft,530,lightCneter,525,lightRight,435
68,MAGNETOMETER,x,65.32,y,-161.00,z,173.88
68,ACCELEROMETER,x,0.29,y,-0.45,z,-9.37
67,BOTTOMINFRARED,edgeLeft,656,lineLeft,669,lineCenter,784,lineRight,653,edgeRight,573
68,LIGHT,lightLeft,540,lightCneter,521,lightRight,432
67,MAGNETOMETER,x,66.24,y,-165.60,z,174.80
66,ACCELEROMETER,x,0.33,y,-0.52,z,-9.43
67,BOTTOMINFRARED,edgeLeft,653,lineLeft,670,lineCenter,784,lineRight,654,edgeRight,570
67,LIGHT,lightLeft,538,lightCneter,512,lightRight,426
67,MAGNETOMETER,x,64.40,y,-163.76,z,173.88
68,ACCELEROMETER,x,0.31,y,-0.50,z,-9.39
67,BOTTOMINFRARED,edgeLeft,659,lineLeft,669,lineCenter,783,lineRight,654,edgeRight,571
67,LIGHT,lightLeft,533,lightCneter,503,lightRight,421
67,MAGNETOMETER,x,67.16,y,-165.60,z,175.72
68,ACCELEROMETER,x,0.36,y,-0.52,z,-9.34
68,BOTTOMINFRARED,edgeLeft,656,lineLeft,669,lineCenter,783,lineRight,654,edgeRight,571
68,LIGHT,lightLeft,523,lightCneter,492,lightRight,416
68,MAGNETOMETER,x,66.24,y,-163.76,z,176.64
67,ACCELEROMETER,x,0.30,y,-0.50,z,-9.40
67,BOTTOMINFRARED,edgeLeft,651,lineLeft,669,lineCenter,784,lineRight,653,edgeRight,571
