LA,<,0,l,976,c,968,r,979,,976.666666666667,973.666666666667,979.333333333333
LA,<,0,l,978,c,976,r,979,,,,
LA,<,0,l,976,c,977,r,980,,,,
LA,<,30,l,972,c,970,r,982,,973,969,980.333333333333
LA,<,30,l,973,c,968,r,980,,,,
LA,<,30,l,974,c,969,r,979,,,,
LA,<,60,l,969,c,964,r,980,,968,960.666666666667,980
LA,<,60,l,967,c,955,r,980,,,,
LA,<,60,l,968,c,963,r,980,,,,
LA,<,90,l,969,c,882,r,979,,969,875.333333333333,979.666666666667
LA,<,90,l,969,c,864,r,980,,,,
LA,<,90,l,969,c,880,r,980,,,,
LA,<,120,l,962,c,764,r,975,,960,759.666666666667,974.666666666667
LA,<,120,l,956,c,751,r,975,,,,
LA,<,120,l,962,c,764,r,974,,,,
LA,<,150,l,960,c,684,r,969,,958.333333333333,679.333333333333,970.333333333333
LA,<,150,l,954,c,670,r,971,,,,
LA,<,150,l,961,c,684,r,971,,,,
LA,<,180,l,970,c,784,r,971,,969,780,969.666666666667
LA,<,180,l,968,c,770,r,969,,,,
LA,<,180,l,969,c,786,r,969,,,,
LA,<,210,l,973,c,883,r,968,,973.666666666667,877.333333333333,969
LA,<,210,l,973,c,868,r,970,,,,
LA,<,210,l,975,c,881,r,969,,,,
LA,<,240,l,976,c,959,r,970,,976,956.666666666667,969.333333333333
LA,<,240,l,976,c,950,r,969,,,,
LA,<,240,l,976,c,961,r,969,,,,
LA,<,270,l,975,c,974,r,976,,976.333333333333,973.333333333333,974.666666666667
LA,<,270,l,978,c,973,r,973,,,,
LA,<,270,l,976,c,973,r,975,,,,
LA,<,300,l,978,c,976,r,976,,977.333333333333,975.333333333333,976.666666666667
LA,<,300,l,978,c,975,r,978,,,,
LA,<,300,l,976,c,975,r,976,,,,
LA,<,330,l,979,c,977,r,977,,978,976.333333333333,978
LA,<,330,l,978,c,977,r,978,,,,
LA,<,330,l,977,c,975,r,979,,,,
,,,,,,,,,,,,
,,,,,,,,,,971.277777777778,896.388888888889,975.138888888889
