2.00,2.05,278,134.00
2.00,2.05,279,124.00
2.00,2.05,281,133.00
2.00,2.05,282,143.00
2.00,2.05,283,129.00
2.00,2.05,284,125.00
2.00,2.05,285,120.00
2.00,2.05,286,114.00
2.00,2.05,287,119.00
2.00,2.05,288,121.00
2.00,2.05,289,113.00
2.00,2.05,290,115.00
2.00,2.05,291,118.00
2.00,2.05,292,123.00
2.00,2.05,293,113.00
2.00,2.05,294,36.00
2.00,2.05,295,103.00
2.00,2.05,296,35.00
2.00,2.05,297,35.00
2.00,2.05,298,35.00
2.00,2.05,299,35.00
2.00,2.05,300,35.00
2.00,2.05,301,35.00
2.00,2.05,302,35.00
2.00,2.05,303,34.00
2.00,2.05,304,34.00
2.00,2.05,305,34.00
2.00,2.05,306,34.00
2.00,2.05,307,34.00
2.00,2.05,308,34.00
2.00,2.05,309,34.00
2.00,2.05,310,34.00
2.00,2.05,311,33.00
2.00,2.05,312,33.00
2.00,2.05,313,33.00
2.00,2.05,314,33.00
2.00,2.05,315,33.00
2.00,2.05,316,33.00
2.00,2.05,317,33.00
2.00,2.05,318,33.00
2.00,2.05,319,33.00
2.00,2.05,320,33.00
2.00,2.05,321,33.00
2.00,2.05,322,33.00
2.00,2.05,323,33.00
2.00,2.05,324,33.00
2.00,2.05,325,33.00
2.00,2.05,326,33.00
2.00,2.05,327,33.00
2.00,2.05,328,33.00
2.00,2.05,329,33.00
2.00,2.05,330,33.00
2.00,2.05,331,33.00
2.00,2.05,332,33.00
2.00,2.05,333,34.00
2.00,2.05,334,34.00
2.00,2.05,335,34.00
2.00,2.05,336,34.00
2.00,2.05,337,34.00
2.00,2.05,338,33.00
2.00,2.05,339,33.00
2.00,2.05,340,33.00
2.00,2.05,341,33.00
2.00,2.05,342,33.00
2.00,2.05,343,33.00
2.00,2.05,344,32.00
2.00,2.05,345,18.00
2.00,2.05,346,18.00
2.00,2.05,347,18.00
2.00,2.05,348,17.00
2.00,2.05,349,17.00
2.00,2.05,350,16.00
2.00,2.05,351,17.00
2.00,2.05,352,17.00
2.00,2.05,353,16.00
2.00,2.05,354,16.00
2.00,2.05,355,16.00
2.00,2.05,356,16.00
2.00,2.05,357,16.00
2.00,2.05,358,16.00
2.00,2.05,359,16.00
2.00,2.05,0,17.00
2.00,2.05,1,16.00
2.00,2.05,2,16.00
2.00,2.05,3,16.00
2.00,2.05,4,16.00
2.00,2.05,5,16.00
2.00,2.05,6,16.00
2.00,2.05,7,16.00
2.00,2.05,8,16.00
2.00,2.05,9,16.00
2.00,2.05,10,16.00
2.00,2.05,11,16.00
2.00,2.05,12,16.00
2.00,2.05,13,16.00
2.00,2.05,14,16.00
2.00,2.05,15,16.00
2.00,2.05,16,16.00
2.00,2.05,17,16.00
2.00,2.05,18,16.00
2.00,2.05,19,16.00
2.00,2.05,20,17.00
2.00,2.05,21,17.00
2.00,2.05,22,18.00
2.00,2.05,23,17.00
2.00,2.05,24,16.00
2.00,2.05,25,16.00
2.00,2.05,26,16.00
2.00,2.05,27,16.00
2.00,2.05,28,17.00
2.00,2.05,29,19.00
2.00,2.05,31,145.00
2.00,2.05,32,17.00
2.00,2.05,33,17.00
2.00,2.05,34,16.00
2.00,2.05,35,16.00
2.00,2.05,36,13.00
2.00,2.05,37,13.00
2.00,2.05,38,12.00
2.00,2.05,39,12.00
2.00,2.05,40,12.00
2.00,2.05,41,12.00
2.00,2.05,42,12.00
2.00,2.05,43,12.00
2.00,2.05,44,12.00
2.00,2.05,45,12.00
2.00,2.05,46,12.00
2.00,2.05,47,12.00
2.00,2.05,48,12.00
2.00,2.05,49,12.00
2.00,2.05,50,12.00
2.00,2.05,51,12.00
2.00,2.05,52,12.00
2.00,2.05,53,11.00
2.00,2.05,54,11.00
2.00,2.05,55,11.00
2.00,2.05,56,11.00
2.00,2.05,57,11.00
2.00,2.05,58,11.00
2.00,2.05,59,11.00
2.00,2.05,60,11.00
2.00,2.05,61,11.00
2.00,2.05,62,11.00
2.00,2.05,63,11.00
2.00,2.05,64,10.00
